ch_id,freq_thz,freq_ghz,wavelength
,194.275,194275,1543.134516
,194.28125,194281.25,1543.084873
,194.2875,194287.5,1543.035234
,194.29375,194293.75,1542.985598
37,194.3,194300,1542.935965
,194.30625,194306.25,1542.886335
,194.3125,194312.5,1542.836709
,194.31875,194318.75,1542.787086
,194.325,194325,1542.737466
,194.33125,194331.25,1542.687849
,194.3375,194337.5,1542.638235
,194.34375,194343.75,1542.588625
36,194.35,194350,1542.539017
,194.35625,194356.25,1542.489413
,194.3625,194362.5,1542.439812
,194.36875,194368.75,1542.390214
,194.375,194375,1542.34062
,194.38125,194381.25,1542.291029
,194.3875,194387.5,1542.24144
,194.39375,194393.75,1542.191855
35,194.4,194400,1542.142274
,194.40625,194406.25,1542.092695
,194.4125,194412.5,1542.04312
,194.41875,194418.75,1541.993547
,194.425,194425,1541.943978
,194.43125,194431.25,1541.894413
,194.4375,194437.5,1541.84485
,194.44375,194443.75,1541.79529
34,194.45,194450,1541.745734
,194.45625,194456.25,1541.696181
,194.4625,194462.5,1541.646631
,194.46875,194468.75,1541.597084
,194.475,194475,1541.547541
,194.48125,194481.25,1541.498
,194.4875,194487.5,1541.448463
,194.49375,194493.75,1541.398929
33,194.5,194500,1541.349398
,194.50625,194506.25,1541.299871
,194.5125,194512.5,1541.250346
,194.51875,194518.75,1541.200825
,194.525,194525,1541.151307
,194.53125,194531.25,1541.101792
,194.5375,194537.5,1541.05228
,194.54375,194543.75,1541.002772
32,194.55,194550,1540.953267
,194.55625,194556.25,1540.903764
,194.5625,194562.5,1540.854265
,194.56875,194568.75,1540.80477
,194.575,194575,1540.755277
,194.58125,194581.25,1540.705787
,194.5875,194587.5,1540.656301
,194.59375,194593.75,1540.606818
31,194.6,194600,1540.557338
,194.60625,194606.25,1540.507861
,194.6125,194612.5,1540.458388
,194.61875,194618.75,1540.408917
,194.625,194625,1540.35945
,194.63125,194631.25,1540.309986
,194.6375,194637.5,1540.260525
,194.64375,194643.75,1540.211068
30,194.65,194650,1540.161613
,194.65625,194656.25,1540.112162
,194.6625,194662.5,1540.062714
,194.66875,194668.75,1540.013269
,194.675,194675,1539.963827
,194.68125,194681.25,1539.914388
,194.6875,194687.5,1539.864953
,194.69375,194693.75,1539.815521
29,194.7,194700,1539.766091
,194.70625,194706.25,1539.716665
,194.7125,194712.5,1539.667243
,194.71875,194718.75,1539.617823
,194.725,194725,1539.568407
,194.73125,194731.25,1539.518993
,194.7375,194737.5,1539.469583
,194.74375,194743.75,1539.420177
28,194.75,194750,1539.370773
,194.75625,194756.25,1539.321372
,194.7625,194762.5,1539.271975
,194.76875,194768.75,1539.222581
,194.775,194775,1539.17319
,194.78125,194781.25,1539.123802
,194.7875,194787.5,1539.074417
,194.79375,194793.75,1539.025035
27,194.8,194800,1538.975657
,194.80625,194806.25,1538.926282
,194.8125,194812.5,1538.87691
,194.81875,194818.75,1538.827541
,194.825,194825,1538.778175
,194.83125,194831.25,1538.728813
,194.8375,194837.5,1538.679453
,194.84375,194843.75,1538.630097
26,194.85,194850,1538.580744
,194.85625,194856.25,1538.531394
,194.8625,194862.5,1538.482048
,194.86875,194868.75,1538.432704
,194.875,194875,1538.383364
,194.88125,194881.25,1538.334026
,194.8875,194887.5,1538.284692
,194.89375,194893.75,1538.235362
25,194.9,194900,1538.186034
,194.90625,194906.25,1538.136709
,194.9125,194912.5,1538.087388
,194.91875,194918.75,1538.03807
,194.925,194925,1537.988755
,194.93125,194931.25,1537.939443
,194.9375,194937.5,1537.890134
,194.94375,194943.75,1537.840828
24,194.95,194950,1537.791526
,194.95625,194956.25,1537.742227
,194.9625,194962.5,1537.692931
,194.96875,194968.75,1537.643638
,194.975,194975,1537.594348
,194.98125,194981.25,1537.545061
,194.9875,194987.5,1537.495778
,194.99375,194993.75,1537.446498
23,195,195000,1537.397221
,195.00625,195006.25,1537.347947
,195.0125,195012.5,1537.298676
,195.01875,195018.75,1537.249408
,195.025,195025,1537.200144
,195.03125,195031.25,1537.150882
,195.0375,195037.5,1537.101624
,195.04375,195043.75,1537.052369
22,195.05,195050,1537.003117
,195.05625,195056.25,1536.953868
,195.0625,195062.5,1536.904623
,195.06875,195068.75,1536.85538
,195.075,195075,1536.806141
,195.08125,195081.25,1536.756905
,195.0875,195087.5,1536.707672
,195.09375,195093.75,1536.658442
21,195.1,195100,1536.609216
,195.10625,195106.25,1536.559992
,195.1125,195112.5,1536.510772
,195.11875,195118.75,1536.461555
,195.125,195125,1536.412341
,195.13125,195131.25,1536.36313
,195.1375,195137.5,1536.313922
,195.14375,195143.75,1536.264718
20,195.15,195150,1536.215516
,195.15625,195156.25,1536.166318
,195.1625,195162.5,1536.117123
,195.16875,195168.75,1536.067931
,195.175,195175,1536.018742
,195.18125,195181.25,1535.969557
,195.1875,195187.5,1535.920374
,195.19375,195193.75,1535.871195
19,195.2,195200,1535.822018
,195.20625,195206.25,1535.772845
,195.2125,195212.5,1535.723675
,195.21875,195218.75,1535.674509
,195.225,195225,1535.625345
,195.23125,195231.25,1535.576185
,195.2375,195237.5,1535.527027
,195.24375,195243.75,1535.477873
18,195.25,195250,1535.428722
,195.25625,195256.25,1535.379574
,195.2625,195262.5,1535.33043
,195.26875,195268.75,1535.281288
,195.275,195275,1535.23215
,195.28125,195281.25,1535.183014
,195.2875,195287.5,1535.133882
,195.29375,195293.75,1535.084753
17,195.3,195300,1535.035627
,195.30625,195306.25,1534.986505
,195.3125,195312.5,1534.937385
,195.31875,195318.75,1534.888269
,195.325,195325,1534.839155
,195.33125,195331.25,1534.790045
,195.3375,195337.5,1534.740938
,195.34375,195343.75,1534.691834
16,195.35,195350,1534.642734
,195.35625,195356.25,1534.593636
,195.3625,195362.5,1534.544542
,195.36875,195368.75,1534.49545
,195.375,195375,1534.446362
,195.38125,195381.25,1534.397277
,195.3875,195387.5,1534.348195
,195.39375,195393.75,1534.299117
15,195.4,195400,1534.250041
,195.40625,195406.25,1534.200968
,195.4125,195412.5,1534.151899
,195.41875,195418.75,1534.102833
,195.425,195425,1534.05377
,195.43125,195431.25,1534.00471
,195.4375,195437.5,1533.955653
,195.44375,195443.75,1533.9066
14,195.45,195450,1533.857549
,195.45625,195456.25,1533.808502
,195.4625,195462.5,1533.759458
,195.46875,195468.75,1533.710417
,195.475,195475,1533.661379
,195.48125,195481.25,1533.612344
,195.4875,195487.5,1533.563312
,195.49375,195493.75,1533.514284
13,195.5,195500,1533.465258
,195.50625,195506.25,1533.416236
,195.5125,195512.5,1533.367217
,195.51875,195518.75,1533.318201
,195.525,195525,1533.269188
,195.53125,195531.25,1533.220178
,195.5375,195537.5,1533.171172
,195.54375,195543.75,1533.122168
12,195.55,195550,1533.073168
,195.55625,195556.25,1533.024171
,195.5625,195562.5,1532.975177
,195.56875,195568.75,1532.926186
,195.575,195575,1532.877198
,195.58125,195581.25,1532.828213
,195.5875,195587.5,1532.779232
,195.59375,195593.75,1532.730253
11,195.6,195600,1532.681278
,195.60625,195606.25,1532.632306
,195.6125,195612.5,1532.583337
,195.61875,195618.75,1532.534371
,195.625,195625,1532.485408
,195.63125,195631.25,1532.436449
,195.6375,195637.5,1532.387492
,195.64375,195643.75,1532.338539
10,195.65,195650,1532.289589
,195.65625,195656.25,1532.240641
,195.6625,195662.5,1532.191697
,195.66875,195668.75,1532.142757
,195.675,195675,1532.093819
,195.68125,195681.25,1532.044884
,195.6875,195687.5,1531.995953
,195.69375,195693.75,1531.947024
9,195.7,195700,1531.898099
,195.70625,195706.25,1531.849177
,195.7125,195712.5,1531.800258
,195.71875,195718.75,1531.751342
,195.725,195725,1531.702429
,195.73125,195731.25,1531.65352
,195.7375,195737.5,1531.604613
,195.74375,195743.75,1531.55571
8,195.75,195750,1531.50681
,195.75625,195756.25,1531.457913
,195.7625,195762.5,1531.409019
,195.76875,195768.75,1531.360128
,195.775,195775,1531.31124
,195.78125,195781.25,1531.262355
,195.7875,195787.5,1531.213474
,195.79375,195793.75,1531.164595
7,195.8,195800,1531.11572
,195.80625,195806.25,1531.066848
,195.8125,195812.5,1531.017979
,195.81875,195818.75,1530.969113
,195.825,195825,1530.92025
,195.83125,195831.25,1530.871391
,195.8375,195837.5,1530.822534
,195.84375,195843.75,1530.773681
6,195.85,195850,1530.72483
,195.85625,195856.25,1530.675983
,195.8625,195862.5,1530.627139
,195.86875,195868.75,1530.578298
,195.875,195875,1530.52946
,195.88125,195881.25,1530.480625
,195.8875,195887.5,1530.431794
,195.89375,195893.75,1530.382965
5,195.9,195900,1530.33414
,195.90625,195906.25,1530.285318
,195.9125,195912.5,1530.236498
,195.91875,195918.75,1530.187682
,195.925,195925,1530.138869
,195.93125,195931.25,1530.09006
,195.9375,195937.5,1530.041253
,195.94375,195943.75,1529.992449
4,195.95,195950,1529.943649
,195.95625,195956.25,1529.894852
,195.9625,195962.5,1529.846057
,195.96875,195968.75,1529.797266
,195.975,195975,1529.748478
,195.98125,195981.25,1529.699693
,195.9875,195987.5,1529.650911
,195.99375,195993.75,1529.602133
3,196,196000,1529.553357
,196.00625,196006.25,1529.504585
,196.0125,196012.5,1529.455815
,196.01875,196018.75,1529.407049
,196.025,196025,1529.358286
,196.03125,196031.25,1529.309526
,196.0375,196037.5,1529.260769
,196.04375,196043.75,1529.212015
2,196.05,196050,1529.163264
,196.05625,196056.25,1529.114517
,196.0625,196062.5,1529.065772
,196.06875,196068.75,1529.017031
,196.075,196075,1528.968293
,196.08125,196081.25,1528.919558
,196.0875,196087.5,1528.870826
,196.09375,196093.75,1528.822097
1,196.1,196100,1528.773371
,196.10625,196106.25,1528.724648
,196.1125,196112.5,1528.675928
,196.11875,196118.75,1528.627212
,196.125,196125,1528.578498
